,doc_id,doc_text
1225,1270,What are the good websites to learn C programming for begineer?
1226,1271,How can we learn c programming?
1227,1272,Will the Supreme Court's decision of playing the National Anthem before movie screenings affect your patriotism?
1228,1273,What are your views on the supreme court's decision to make playing national anthem mandatory in cinema halls?
1229,1274,"If the United States has a female president, will her husband be called the first gentleman? What will Bill Clinton be called if Hillary is elected?"
1230,1275,"If a single woman were elected President of the United States, would she have a First Lady or First Gentleman?"
1231,1276,How can I get MOOC/E-learning through online web and video courses related to filmmaking & production developed by Indian professors?
1232,1277,How can I get MOOCs/E-learning through online web and video courses related to photography developed by Indian professors?
1233,1278,Mobile Number Portability finally will start on May 3. Do network providers really agree to this?
1234,1279,"Mobile number portability finally will start on May 3rd, including changing circles. Have network providers really agreed to this?"
1235,1280,Why do people hate twilight saga?
1236,1281,Why do people hate Twilight so much?
1237,1282,Do you believe imperialism left a positive or negative legacy in the Indian subcontinent and in Africa?
1238,1283,Stepping into corporate life from being a student. How does that feel?
1239,1284,Why is C the best programming language?
1240,1285,"Lua and C, which one is the best programming language for embedded systems?"
1241,1286,How can I improve my spoken English ability?
1242,1287,How can I improve my English speaking .?
1243,1288,How can I have gay sex?
1244,1289,How can I be gay and dislike gay sex?
1245,1290,I'm transferring to a school with a US curriculum (taking the IBDP) from a Philippine school w/ a percent average grading system. How do I get my GPA?
1246,1291,"I am in tenth grade at a high school in Ontario, Canada. I would really love to do an exchange with a student from Europe. Any ideas on how I can go about doing this?"
1247,1292,How do I make money with YouTube?
1248,1293,How do I find love in life?
1249,1294,How do I find the love of my life?
1250,1295,"Which option is better to reduce weight, swimming or gym?"
1251,1296,"Is it possible to burn 1000 calories each day? If yes, how?"
1252,1297,Is there any way to get rid of gynecomastia?
1253,1298,How can I get rid of man boobs?
1254,1299,Which payment gateway in Saudi that using to collect and pay money from/to multiple ?
1255,1300,"Which are all the stress free, relatively easy to get jobs in India that pay a decent sum of money and allow you to pursue other interests?"
1256,1301,Are there any scientific reasons behind Hindu temples?
1257,1302,What is the scientific reason behind visiting temples?
1258,1304,Is circumcision allowed in Islam?
1259,1306,Where can I get professional photo booths service in Sydney?
1260,1307,How can I find out whom I sent a friend request to on Instagram?
1261,1308,How do you send a friend request on Instagram?
1262,1309,How can I control on my anger?
1263,1310,How can someone control their anger?
1264,1311,What are genders?
1265,1312,What is Gender Profiling?
1266,1313,How do I get off Quora?
1267,1314,How do get out of Quora?
1268,1315,How long can raw and cooked sausage last refrigerated?
1269,1316,How long does onigiri last if left refrigerated? How can it be kept longer?
1270,1317,What are the best available smartphones gadgets?
1271,1318,What are some of the best smartphones technology gadgets?
1272,1319,How does it feel to be a closeted gay in India?
1273,1320,How does it feel to be homosexual in India?
1274,1321,Can we switch roles at Amazon?
1275,1322,How important is the role of TPM at Amazon?
1276,1323,What happens if dictatorship is continuing in the present days?
1277,1324,What happens if a dictatorship continues in the present day?
1278,1325,What makes a great cup of coffee great?
1279,1326,What makes a perfect cup of coffee?
1280,1327,Is the US election rigged?
1281,1328,Was the US election rigged?
1282,1329,Why hasn't Gayle Laakmann McDowell/careercup created a MOOC or a coding bootcamp?
1283,1330,"Is Gayle Laakmann McDowell planning on publishing any more books? If so, what is she working on?"
1284,1332,What are some fermented products?
1285,1333,"What do you think about my short film, ""ColorShift""?"
1286,1334,What do you think about my short film?
1287,1335,Should there be a war between India and Pakistan for Kashmir?
1288,1336,Why is there a conflict between India and Pakistan on Kashmir?
1289,1337,What is the best way to get you food stamp card?
1290,1338,How can I get food stamps in college?
1291,1339,"What are some real world example of encapsulation and abstraction and how are they different, yet related?"
1292,1340,What are some examples of recursion in the real world?
1293,1341,What are ways to deal with fabricate security and insurance of android application?
1294,1342,How do find best applications for android security?
1295,1343,What is the best accordion for beginners to learn on?
1296,1344,How difficult would it be to learn how to play the accordion if I know how to play the piano?
1297,1345,Role of junior leaders in Indian army?
1298,1346,What is the role of the Indian army?
1299,1347,What's your opinion about the decision on removal of 500 and 1000 rupees currency notes?
1300,1348,What is the use of demonetizing Rs. 500 & Rs. 1000 notes?
1301,1349,What are some of the most mind-blowing facts about Bengaluru?
1302,1351,"If both the parents have blood group B+, can the child have A+?"
1303,1352,If both my parents have blood group B+ can I be A+?
1304,1353,Which book is best for Neet chemistry?
1305,1354,Which is the best book for chemistry for NEET?
1306,1355,What is the essence of enlightenment?
1307,1356,What is enlightenment?
1308,1357,Why are so many questions posted to Quora that are so easily answered by using Google?
1309,1358,Why do many Quora users ask questions they could look up online?
1310,1359,How should I answer if an interviewer asks me to sell a pen or any other product as I am pursuing a MBA?
1311,1360,What should be the answer if your interviewer asks you to sell his pen in front of him?
1312,1361,What are some great side dishes for a minestrone soup?
1313,1362,"68.44% of product passes the process spec.To pass, the product must be close to average. How many standard deviations away does 68.44% represent?"
1314,1363,How much is the maximum gold you can take when flying from India to USA?
1315,1364,Why don't we fly east to go from India to USA?
1316,1365,"If my reservation status is RAC, does it mean the seat has been confirmed?"
1317,1366,"My family tickets have changed from RAC to CNF (Confirmed), will all of us have adjacent seats? After preparation of charts?"
1318,1367,How does a new website protect its design and user interface from copycats?
1319,1368,What is a way to design a beautiful user interface?
1320,1369,How can I improve my skills?
1321,1370,How do I improve my learning skills?
1322,1371,Is it possible to use SPI between AVR and Raspberry pi?
1323,1372,What are the uses of Raspberry Pi and Intel Galileo?
1324,1373,Which are the best movies of 2016?
1325,1374,What is your best 2016 movie?
1326,1375,What would be effect of 500 and 1000 Rs notes ban?
1327,1376,"Why Central Govt banned old 500 and 1000 Rs note, but issued new 500 and 2000 Rs note?"
1328,1377,What are some of the best photos?
1329,1378,What is a good photo?
